seed,generation,best_fitness,mean_fitness,worst_fitness,num_species,best_nodes,best_connections,avg_nodes,avg_connections,time_eval_ms,time_speciate_ms,time_reproduce_ms,time_total_ms
1806048448,0,0.025,0.0128333,0.0093,1,6,5,6,5,1.48425,0.03641,0.304869,1.82936
1806048448,1,0.0243,0.015396,0.0106,1,6,5,6.03333,5.02,1.10349,0.013722,0.195768,1.31612
1806048448,2,0.0366,0.0181093,0.0115,1,6,5,6.03333,4.98,1.21671,0.013651,0.336703,1.57014
1806048448,3,0.0341,0.0189093,0.0104,1,7,6,6.02,4.92667,1.24624,0.014022,0.209204,1.47282
1806048448,4,0.0341,0.020028,0.0111,1,7,6,6.10667,4.90667,1.33773,0.014563,0.294756,1.65003
1806048448,5,0.0381,0.0215913,0.0114,1,6,4,6.18,4.78667,1.38259,0.014748,0.195053,1.59591
1806048448,6,0.0432,0.0228673,0.0102,1,6,4,6.04667,4.32,1.47129,0.014284,0.203969,1.69217
1806048448,7,0.048,0.0252853,0.0125,1,6,4,6.03333,4.26667,1.58438,0.014387,0.208022,1.80953
1806048448,8,0.0508,0.027252,0.0135,1,6,4,6.02667,4.26,1.86694,0.006998,0.187588,2.06315
1806048448,9,0.0706,0.0289193,0.0128,1,6,4,6.05333,4.19333,1.95802,0.006887,0.174777,2.14162
1806048448,10,0.0566,0.031618,0.0131,1,6,3,6.02,3.98,2.13968,0.0073,0.176663,2.32558
1806048448,11,0.2127,0.0337273,0.0113,1,6,3,6.02667,3.86,2.13841,0.011643,0.246727,2.39876
1806048448,12,0.2132,0.043482,0.0127,1,6,3,6.02,3.69333,2.73513,0.007321,0.184135,2.92837
1806048448,13,0.2135,0.055062,0.0121,1,6,3,6.02,3.48667,3.54591,0.006992,0.172458,3.72716
1806048448,14,0.2137,0.075712,0.0117,1,6,3,6.02,3.38667,4.51945,0.006911,0.168623,4.69663
1806048448,15,0.2137,0.0961967,0.0112,1,6,3,6.03333,3.41333,6.24409,0.008792,0.172839,6.42786
1806048448,16,0.2138,0.123009,0.0134,1,6,3,6.04667,3.38,7.3981,0.008883,0.16422,7.57389
1806048448,17,0.214,0.124896,0.0107,1,6,3,6.00667,3.37333,7.57041,0.009654,0.17712,7.76013
1806048448,18,0.2142,0.118966,0.0112,1,6,3,6.02,3.35333,7.19355,0.007034,0.173149,7.37596
1806048448,19,0.2143,0.124765,0.0129,1,6,3,6.04,3.45333,7.93305,0.010443,0.176651,8.12443
1806048448,20,0.2145,0.11211,0.0113,1,6,3,6.04667,3.48,7.54979,0.013571,0.315792,7.884
1806048448,21,0.2145,0.139055,0.013,1,6,3,6.04,3.42,8.85235,0.013443,0.303699,9.17388
1806048448,22,0.2147,0.123024,0.01,1,6,3,6.02,3.44,7.31504,0.012737,0.326507,7.65772
1806048448,23,0.2148,0.130389,0.0119,1,6,3,6.02667,3.41333,8.33388,0.013504,0.232648,8.58378
1806048448,24,0.215,0.144285,0.0115,1,6,3,6.02,3.39333,8.69871,0.011813,0.256996,8.96986
1806048448,25,0.2188,0.140534,0.0124,1,6,4,6.04667,3.42667,8.382,0.0087,0.178569,8.57268
1806048448,26,0.2245,0.127329,0.0103,1,6,3,6.01333,3.46667,7.4535,0.007491,0.175915,7.63911
1806048448,27,0.2244,0.131658,0.0123,1,6,3,6.02,3.52,7.94045,0.00822,0.182149,8.13345
1806048448,28,0.4102,0.1494,0.012,1,6,3,6.02667,3.5,9.06491,0.006874,0.183324,9.25713
1806048448,29,0.4102,0.157017,0.014,1,6,3,6.02,3.51333,9.05541,0.007776,0.183201,9.24922
1806048448,30,0.4102,0.183647,0.011,1,6,3,6.04667,3.41333,10.9247,0.007648,0.184245,11.1187
