nodes
id,type
0,BIAS
1,INPUT
2,INPUT
3,INPUT
4,INPUT
5,INPUT
6,INPUT
7,INPUT
8,INPUT
9,INPUT
10,INPUT
11,INPUT
12,INPUT
13,OUTPUT
14,OUTPUT
15,OUTPUT
16,HIDDEN
17,HIDDEN
18,HIDDEN
19,HIDDEN
20,HIDDEN
21,HIDDEN
22,HIDDEN
23,HIDDEN
24,HIDDEN
25,HIDDEN
26,HIDDEN
27,HIDDEN
28,HIDDEN
29,HIDDEN
30,HIDDEN
31,HIDDEN
32,HIDDEN
33,HIDDEN
34,HIDDEN
35,HIDDEN
36,HIDDEN
37,HIDDEN
38,HIDDEN
39,HIDDEN
40,HIDDEN
41,HIDDEN
42,HIDDEN
43,HIDDEN
44,HIDDEN
45,HIDDEN
46,HIDDEN
47,HIDDEN
48,HIDDEN
49,HIDDEN
connections
from,to,weight,enabled
0,13,-0.03428871,1
0,14,43.281723,1
0,15,3.3311861,1
1,13,-0.40482977,1
1,14,-3.3006235,1
1,15,12.966451,1
2,13,-7.2786831,1
2,14,-0.12762106,1
2,15,8.964406,1
3,13,-0.15765934,0
3,14,-0.27819898,1
3,15,0.60416878,1
4,13,0.35822523,1
4,14,-2.1878624,1
4,15,-5.8158103,1
5,13,8.890934,1
5,14,2.5839698,1
5,15,4.3242295,0
6,13,-1.6302365,1
6,14,13.952061,1
6,15,2.1782733,1
7,13,99.73247,1
7,14,3.1451613,1
7,15,-2.0386938,1
8,13,1.4279848,1
8,14,-12.349354,1
8,15,10.70375,1
9,13,-50.262887,1
9,14,1.0439585,1
9,15,-0.90069021,1
10,13,5.4432403,1
10,14,4.9916127,1
10,15,-3.5355827,1
11,13,49.779334,1
11,14,-4.3434521,1
11,15,-3.4111661,1
12,13,1.8685858,1
12,14,11.704773,1
12,15,-5.6329829,1
9,16,7.2744259,1
16,15,-1.5148908,1
11,16,-2.6269915,1
2,17,2.6681467,1
17,15,-0.94267,1
17,16,1.1816074,1
9,18,1.9831095,1
18,16,1.4496735,1
4,17,-5.2438941,0
19,14,-9.2466797,1
8,19,0.1466322,1
3,16,6.3725528,1
12,16,2.7147856,1
12,20,0.94515388,1
20,14,-5.3568222,1
12,21,0.85640251,1
21,14,-0.20499272,1
10,22,-1.6375422,1
22,15,4.3791418,1
12,23,22.629691,0
23,16,2.4866474,1
19,17,-3.5885203,1
18,24,-0.10960561,1
24,16,4.3388904,1
25,14,3.5227282,1
0,25,1.7268995,1
23,20,7.9270132,1
5,26,3.5111302,1
26,13,-1.5081527,1
6,16,4.2797015,1
27,15,0.66012477,1
16,27,-6.7081788,1
8,18,2.9379535,1
20,13,-9.4053325,1
11,24,-2.0011521,1
0,28,5.3524571,1
28,14,0.002682521,1
4,24,1.2015564,1
5,25,-2.4633037,1
8,28,2.5771654,1
25,29,-1.3161094,1
29,14,-3.4022586,1
12,26,2.6952655,1
30,16,0.42576769,1
17,30,-0.89189621,1
22,13,3.413637,1
19,31,-0.16579403,1
31,14,-0.80091576,1
5,22,2.138748,1
19,16,0.86556927,1
30,15,-0.53396226,1
12,24,-6.0842814,1
32,15,3.0373863,1
5,32,-4.2170544,1
32,33,-1.1322302,1
33,15,5.1918669,1
28,32,-1.2783147,1
18,34,-0.77384394,1
34,16,2.9365818,1
10,35,-0.24980216,1
35,15,6.0660304,1
8,33,6.3285281,1
27,28,2.9955163,1
11,25,-0.20118416,1
17,36,-3.8234835,1
36,16,0.66000631,1
5,16,-0.20627039,1
5,18,1.3390004,1
30,37,7.2126863,1
37,15,-1.3530545,1
8,25,1.7197373,1
20,15,-6.1696061,1
17,13,-9.8391953,1
18,13,2.2440487,1
0,35,4.6599418,1
16,28,-1.7442934,1
27,31,1.0843323,1
5,19,-1.3619065,1
2,23,1.7880707,1
24,38,-4.3017515,1
38,16,-6.2462258,1
9,39,-1.7990635,1
39,16,7.7538836,1
1,33,-1.7575988,0
25,22,1.6726131,1
4,36,1.2470992,1
40,28,1.7521755,1
0,40,-4.3981164,1
10,29,2.6530688,1
0,41,3.1844388,1
41,13,-1.7481198,1
38,25,9.2614297,1
2,38,4.2055885,1
38,37,-10.039696,1
41,15,0.24892779,0
1,42,-2.4251705,1
42,13,-0.91748095,1
26,37,-3.0728716,1
0,43,2.1724431,1
43,40,0.17917767,1
21,24,-7.512646,1
26,44,-4.3811633,1
44,13,-0.25827725,0
11,45,-1.0880887,1
45,25,2.8325585,1
1,46,-0.612127,1
46,33,-3.129845,1
20,47,1.8428141,1
47,15,-0.68572667,1
3,48,4.2497018,1
48,16,-2.215297,1
41,22,2.3352953,1
11,30,-2.8757081,1
47,45,1.2696993,1
6,18,-2.0415808,1
38,49,-1.7393515,1
49,25,5.742688,1
