nodes
id,type
0,BIAS
1,INPUT
2,INPUT
3,INPUT
4,INPUT
5,INPUT
6,INPUT
7,INPUT
8,INPUT
9,INPUT
10,INPUT
11,INPUT
12,INPUT
13,OUTPUT
14,OUTPUT
15,OUTPUT
16,HIDDEN
17,HIDDEN
18,HIDDEN
19,HIDDEN
20,HIDDEN
21,HIDDEN
22,HIDDEN
23,HIDDEN
24,HIDDEN
25,HIDDEN
26,HIDDEN
27,HIDDEN
28,HIDDEN
29,HIDDEN
30,HIDDEN
31,HIDDEN
32,HIDDEN
33,HIDDEN
34,HIDDEN
35,HIDDEN
36,HIDDEN
37,HIDDEN
38,HIDDEN
39,HIDDEN
40,HIDDEN
41,HIDDEN
42,HIDDEN
43,HIDDEN
44,HIDDEN
45,HIDDEN
46,HIDDEN
47,HIDDEN
48,HIDDEN
49,HIDDEN
50,HIDDEN
51,HIDDEN
52,HIDDEN
connections
from,to,weight,enabled
0,13,-79.295532,1
0,14,63.898313,1
0,15,-1.8530812,1
1,13,7.628186,1
1,14,-2.1320581,1
1,15,2.2407758,1
2,13,-5.1778416,1
2,14,2.4120939,1
2,15,-0.71475372,1
3,13,5.1502642,1
3,14,-0.26372451,1
3,15,-4.2190577,1
4,13,-1.0335289,1
4,14,6.07648,1
4,15,1.6802052,1
5,13,-0.32728893,1
5,14,-0.50325805,1
5,15,0.29251242,1
6,13,1.1238126,1
6,14,-3.4514397,0
6,15,1.51405,1
7,13,137.40495,1
7,14,1.6643181,1
7,15,2.3105982,1
8,13,0.70768048,1
8,14,-8.6935781,1
8,15,-1.4826402,1
9,13,-4.1403012,1
9,14,2.1038592,1
9,15,0.49070327,1
10,13,-4.8176633,1
10,14,-0.85151943,1
10,15,-3.413739,1
11,13,57.068564,1
11,14,-4.9785791,1
11,15,14.332459,0
12,13,2.3295549,1
12,14,-7.0395285,1
12,15,-0.3632915,1
16,15,0.35323512,1
12,16,-5.899465,1
10,16,0.17167175,1
6,16,-0.057592342,1
8,17,-1.7641834,0
17,14,0.24476293,1
4,17,-8.9804866,1
9,18,-0.34992279,1
18,14,-1.9042819,1
6,18,1.7225911,1
2,18,-1.066437,1
4,18,-0.46339215,1
18,16,-0.7125022,1
11,18,1.4936528,1
19,13,-9.7399601,1
8,19,0.67110071,0
3,19,3.0063904,1
4,20,-2.1169894,1
20,15,-1.014099,1
11,20,-2.0217661,1
3,16,-1.2316729,1
18,20,-2.7231751,1
2,21,7.5990903,1
21,18,0.84503409,1
9,17,-0.30914928,1
21,17,-2.631184,1
22,15,1.8479564,1
9,22,0.79815714,1
3,23,-10.413174,1
23,14,1.8918497,1
16,22,-7.807634,1
9,16,-2.2468546,0
24,15,-5.402414,1
12,24,6.2618146,1
4,24,1.7648711,1
1,16,-1.734742,1
7,25,5.2544559,1
25,15,2.0556263,1
25,21,-0.036396622,1
1,26,3.946064,1
26,15,-7.6952967,1
19,25,0.53234105,1
17,18,0.82735364,0
27,13,-4.2530552,1
3,27,7.755548,1
4,21,3.2526788,1
6,28,-2.1395362,1
28,16,0.44333484,1
7,21,0.11887053,1
3,29,-2.0048135,1
29,23,12.122521,1
18,23,-4.4609218,1
30,14,-4.0677118,1
3,30,-1.93601,0
10,31,-1.9907537,1
31,13,1.0020181,1
3,32,-1.7994384,1
32,16,-14.925056,1
19,27,-0.2513544,1
9,29,6.1941581,1
20,14,-2.1370765,1
22,33,2.4989376,1
33,15,-1.7243489,1
24,34,-6.2614291,1
34,15,4.2724196,1
24,33,1.8006277,1
11,28,-1.4646479,1
34,29,-3.5763119,0
12,35,6.975974,1
35,15,-1.9539687,1
6,36,2.4465631,1
36,14,0.13655606,1
21,37,0.081341936,1
37,18,4.2700092,1
7,38,0.79486279,1
38,15,2.1034816,1
7,39,-1.625394,1
39,15,0.9504335,1
2,32,1.7172279,1
40,13,11.696337,1
19,40,0.12579429,1
21,33,3.2393083,1
31,36,0.95491531,0
35,26,-0.26093482,1
7,35,-3.3945222,1
18,41,5.5103695,1
41,23,1.2625614,1
27,36,-1.4085885,1
12,42,1.4884098,1
42,13,0.24801508,1
19,37,5.4388534,1
24,43,1.7563448,1
43,33,-0.09192546,1
6,40,1.6879805,1
8,41,-1.6856181,0
3,44,0.76029097,0
44,15,5.1464399,1
22,30,2.7409151,1
6,45,-7.0669288,1
45,15,-6.041435,1
19,26,5.8555787,1
21,29,-7.5969174,1
39,24,1.7050035,1
18,46,-1.1113177,1
46,14,-1.7319764,1
35,34,9.7685989,1
39,47,3.2200815,1
47,24,2.6710629,1
45,24,0.11389675,1
36,48,-3.3574949,1
48,14,-0.55905146,1
17,49,-0.61328794,1
49,14,-2.3059765,0
2,35,-4.1655615,1
24,28,-0.87049783,1
17,50,8.0861192,1
50,49,-0.52274657,1
21,16,3.1369757,1
22,51,3.2917841,1
51,15,-1.3479501,1
35,17,-2.4129343,1
52,14,-4.3552281,1
49,52,-1.0285947,1
