nodes
id,type
0,BIAS
1,INPUT
2,INPUT
3,INPUT
4,INPUT
5,INPUT
6,INPUT
7,INPUT
8,INPUT
9,INPUT
10,INPUT
11,INPUT
12,INPUT
13,OUTPUT
14,OUTPUT
15,OUTPUT
16,HIDDEN
17,HIDDEN
18,HIDDEN
19,HIDDEN
20,HIDDEN
21,HIDDEN
22,HIDDEN
23,HIDDEN
24,HIDDEN
25,HIDDEN
26,HIDDEN
27,HIDDEN
28,HIDDEN
29,HIDDEN
30,HIDDEN
31,HIDDEN
32,HIDDEN
33,HIDDEN
34,HIDDEN
35,HIDDEN
36,HIDDEN
37,HIDDEN
connections
from,to,weight,enabled
0,13,6.1415206,1
0,14,0.51905742,1
0,15,4.7117039,1
1,13,6.1179243,1
1,14,-0.02988726,1
1,15,2.4434394,1
2,13,4.553587,1
2,14,0.2951648,1
2,15,-0.23416883,1
3,13,-3.9217216,1
3,14,-7.0573985,1
3,15,13.084585,1
4,13,5.5419324,1
4,14,-0.21951702,1
4,15,-3.1732945,1
5,13,-4.4266328,1
5,14,6.6392112,0
5,15,-1.3655347,1
6,13,8.2471179,0
6,14,-3.2052954,1
6,15,-0.69437506,1
7,13,-1.1004235,1
7,14,1.0912695,1
7,15,-1.6184068,0
8,13,1.3629777,1
8,14,3.0250284,1
8,15,-4.0680549,0
9,13,-6.9986638,1
9,14,3.0238601,1
9,15,-3.6129699,1
10,13,3.8778057,1
10,14,-1.2176156,0
10,15,5.4628098,1
11,13,-5.7385541,1
11,14,3.9305095,0
11,15,-2.0567295,1
12,13,2.4894545,1
12,14,1.7919843,1
12,15,10.780212,1
2,16,-14.124649,1
16,13,5.4248514,1
12,16,-1.3326205,1
1,16,-71.34376,1
16,14,97.087748,1
5,16,29.276661,1
8,16,8.0251533,1
17,13,-3.3708262,1
10,17,-1.9791415,1
5,17,-6.5697572,1
2,18,-2.922594,1
18,16,12.551749,0
2,17,-6.8912827,1
6,16,-0.00029522523,1
19,15,-2.1207506,1
2,19,0.42573869,1
18,13,-2.9995854,1
4,18,-1.8860748,1
1,20,-1.1869132,1
20,13,-0.099723551,1
6,19,1.637824,1
0,21,-1.1631806,0
21,15,-1.0582396,0
11,21,1.8261662,1
7,18,2.0455416,1
11,19,1.8804725,1
6,22,-0.73971947,1
22,19,-0.86533746,1
10,21,-2.8980199,1
19,13,-2.0583881,1
4,22,1.5063205,1
6,23,-4.2928176,1
23,14,-1.8036645,1
4,24,-1.037039,1
24,13,1.1943436,1
1,22,1.849536,1
24,17,-7.4417212,1
2,25,0.067549261,0
25,19,8.7360856,1
8,23,-1.4915247,1
4,26,7.901013,1
26,14,-6.5357768,1
21,23,3.4417947,0
5,27,-10.904397,1
27,17,0.13429462,0
20,19,-1.3754132,1
8,21,-9.2535019,1
4,28,-0.27302601,1
28,18,2.6239766,1
3,25,8.9171658,1
24,26,2.4548394,1
4,29,-0.64568544,0
29,15,3.6922652,1
1,30,0.56766188,1
30,20,2.5288766,1
21,31,1.9044671,0
31,15,-10.333408,1
25,26,-5.9199748,1
17,18,-0.95123543,1
23,32,0.90356081,1
32,14,-0.87131358,1
30,19,5.5601738,1
9,20,0.24220466,1
29,31,-1.7312576,1
11,33,4.4557241,1
33,13,3.4603772,1
24,23,-1.6253941,1
30,34,-4.4531255,1
34,19,6.755041,1
5,35,2.4332235,1
35,15,4.1600187,1
27,35,-8.1381889,1
17,32,6.5222542,1
17,36,-6.5926011,1
36,32,-0.090706532,1
9,28,1.2379446,1
11,27,-1.2075992,0
10,32,3.9873741,1
30,17,-2.0439371,1
9,37,3.4471585,1
37,15,-4.6683281,1
10,29,-1.0351689,1
31,32,-0.052935864,1
19,36,3.7763868,1
33,36,-0.70336103,1
