nodes
id,type
0,BIAS
1,INPUT
2,INPUT
3,INPUT
4,INPUT
5,INPUT
6,INPUT
7,INPUT
8,INPUT
9,INPUT
10,INPUT
11,INPUT
12,INPUT
13,OUTPUT
14,OUTPUT
15,OUTPUT
16,HIDDEN
17,HIDDEN
18,HIDDEN
19,HIDDEN
20,HIDDEN
21,HIDDEN
22,HIDDEN
23,HIDDEN
24,HIDDEN
25,HIDDEN
26,HIDDEN
27,HIDDEN
28,HIDDEN
29,HIDDEN
30,HIDDEN
31,HIDDEN
32,HIDDEN
33,HIDDEN
34,HIDDEN
35,HIDDEN
36,HIDDEN
37,HIDDEN
38,HIDDEN
39,HIDDEN
40,HIDDEN
41,HIDDEN
42,HIDDEN
43,HIDDEN
44,HIDDEN
45,HIDDEN
46,HIDDEN
47,HIDDEN
48,HIDDEN
connections
from,to,weight,enabled
0,13,-2.4203391,1
0,14,-0.71988987,1
0,15,-5.9108242,1
1,13,-9.4019902,1
1,14,69.839671,1
1,15,0.46871689,1
2,13,2.3309858,1
2,14,2.6802387,1
2,15,-5.5660596,1
3,13,-1.4137884,1
3,14,3.9402972,1
3,15,-0.48033993,1
4,13,4.8292805,1
4,14,-2.2898369,1
4,15,3.1756228,1
5,13,-0.84178783,1
5,14,3.6515941,1
5,15,53.905216,1
6,13,-6.3753638,1
6,14,9.1449283,1
6,15,0.15748068,1
7,13,-0.88181984,1
7,14,-1.5971955,1
7,15,2.2998209,1
8,13,12.513074,1
8,14,-0.11568262,1
8,15,-1.8802447,1
9,13,1.4718878,1
9,14,6.3237284,1
9,15,3.4970989,1
10,13,-4.1992074,1
10,14,8.1988957,1
10,15,-0.18048229,1
11,13,-4.3286432,1
11,14,2.0832719,1
11,15,-6.8918054,1
12,13,-0.24424159,1
12,14,1.2169182,1
12,15,-10.350151,1
16,15,-11.233091,1
3,16,0.046872687,1
7,16,-3.1752962,1
8,16,2.074364,1
7,17,-0.91058466,1
17,15,-7.1910687,0
16,14,-8.3732468,1
10,16,-0.50997508,1
10,18,-0.04196696,1
18,15,3.0765278,1
8,17,7.5446173,1
1,19,-74.159186,1
19,15,60.789065,1
11,20,2.0731542,1
20,15,-4.9651233,1
20,18,-3.5920382,1
21,13,2.3125892,1
4,21,-0.39605275,1
6,21,-0.45840879,1
3,20,-4.7292739,1
8,19,1.3408161,1
19,14,-1.1708884,1
19,22,-1.9076178,1
22,15,-10.722996,1
5,22,1.1369911,1
11,17,0.40768834,1
8,20,1.7864212,1
16,17,-1.8825325,1
20,23,3.9210411,1
23,18,-1.3009868,1
8,22,4.0021296,1
12,17,-12.685632,1
3,24,4.8901727,1
24,13,-4.66158,1
25,15,0.32849639,1
19,25,-1.0833816,1
20,26,0.58001843,1
26,18,1.9363966,1
3,27,20.876279,1
27,20,4.3504748,1
25,22,-4.3451326,1
18,17,3.6979463,1
6,28,-4.8616055,1
28,13,-0.76244442,0
7,29,-4.3255066,1
29,17,1.1229062,1
10,30,-1.3634572,1
30,18,-0.71795489,1
18,29,-6.3322816,1
20,25,-4.5219306,1
16,31,2.0569529,1
31,15,-9.4804864,1
22,31,-2.0921806,1
24,16,1.9282791,1
7,32,0.5372246,1
32,13,2.2467368,1
24,22,0.35901552,1
2,32,-0.51551301,1
12,19,-2.0901021,1
12,33,2.3127199,1
33,17,6.1831516,1
3,19,2.2650689,1
1,27,-0.057710513,1
20,22,1.4373056,1
33,23,0.83084125,1
20,34,-0.93112492,1
34,23,4.6374077,1
35,15,1.8106413,1
1,35,0.44491318,1
34,15,2.158124,1
2,36,1.036523,1
36,13,-3.6571608,1
37,13,-4.5379743,1
4,37,1.4858242,1
2,38,0.47680266,1
38,15,0.016006713,1
3,39,6.8205854,1
39,27,-3.7287653,1
29,40,2.8301422,1
40,17,-1.7710598,1
8,29,-5.340627,1
27,19,-1.6943958,1
3,41,4.1159784,1
41,14,-4.2877119,1
33,16,-2.1538015,1
16,42,-0.12880855,1
42,31,0.13854486,1
37,43,-0.61116038,1
43,13,-39.010331,1
8,44,-7.2214773,1
44,29,3.8979371,1
12,45,-2.1844116,1
45,13,-1.240986,1
16,25,-0.86696168,1
0,46,-3.4480126,1
46,14,-2.8547678,1
20,47,-2.6705192,1
47,23,1.8323785,1
10,48,6.8813052,1
48,30,-2.5236441,1
11,46,6.344439,1
1,34,0.15869403,1
12,40,-4.0541414,1
28,21,4.0217135,1
