nodes
id,type
0,BIAS
1,INPUT
2,INPUT
3,INPUT
4,INPUT
5,INPUT
6,INPUT
7,INPUT
8,INPUT
9,INPUT
10,INPUT
11,INPUT
12,INPUT
13,OUTPUT
14,OUTPUT
15,OUTPUT
16,HIDDEN
17,HIDDEN
18,HIDDEN
19,HIDDEN
20,HIDDEN
21,HIDDEN
22,HIDDEN
23,HIDDEN
24,HIDDEN
25,HIDDEN
26,HIDDEN
27,HIDDEN
28,HIDDEN
29,HIDDEN
30,HIDDEN
31,HIDDEN
32,HIDDEN
33,HIDDEN
34,HIDDEN
35,HIDDEN
36,HIDDEN
37,HIDDEN
38,HIDDEN
39,HIDDEN
connections
from,to,weight,enabled
0,13,6.0199997,1
0,14,-7.6779038,1
0,15,1.5893988,1
1,13,-1.8643277,1
1,14,0.77659847,1
1,15,0.79982064,1
2,13,0.1381321,1
2,14,1.1238163,1
2,15,-2.5263679,1
3,13,-2.8689443,1
3,14,-1.2590475,1
3,15,-1.7543557,1
4,13,-0.076675305,1
4,14,4.2118531,1
4,15,-1.5116629,1
5,13,-9.5038491,1
5,14,-9.0198804,1
5,15,1.8298623,1
6,13,-8.7968162,1
6,14,-1.9854188,1
6,15,3.5726668,1
7,13,-1.7772662,1
7,14,-1.6264236,0
7,15,2.9847592,1
8,13,0.49167173,1
8,14,1.9519679,1
8,15,2.6132054,1
9,13,34.219818,1
9,14,1.2250827,1
9,15,-2.4100364,0
10,13,1.6038665,1
10,14,0.046771117,1
10,15,1.9051151,1
11,13,-9.9783239,1
11,14,3.2417348,1
11,15,0.19148947,1
12,13,-0.24510034,1
12,14,9.1735112,1
12,15,1.0485546,1
3,16,-4.0065644,0
16,14,-1.1400012,1
2,16,-7.6498016,1
17,14,6.7448649,1
12,17,2.3071267,1
8,18,-1.3933626,1
18,13,2.3695424,1
18,14,-1.3179117,1
2,18,1.5610392,1
3,19,-2.2604887,1
19,16,3.8772857,1
10,20,2.3296519,1
20,13,-4.8556739,1
21,13,-101.89497,1
6,21,0.046892699,1
5,21,-2.386826,0
1,21,-101.27238,1
5,22,-11.907207,1
22,13,-1.7474654,1
0,20,2.1477928,1
11,21,41.806199,1
21,16,0.88995767,1
2,22,1.6943493,0
3,23,8.0124063,1
23,16,-4.0125584,1
24,15,3.0892498,1
5,24,-3.2307937,1
22,23,-11.528617,1
2,25,-0.45042491,1
25,16,-5.4411491,1
11,17,2.0195964,1
25,20,4.3651986,1
0,26,1.2119613,1
26,14,-1.4054996,1
27,15,-4.7550834,1
8,27,7.1572649,0
10,28,-2.4552932,1
28,15,5.4349169,1
6,27,0.099064339,1
24,13,5.6883386,1
26,17,-3.4024429,1
27,20,-8.4522048,1
18,16,3.0499249,1
3,26,-0.67342017,1
12,28,-0.81582702,1
1,27,-1.7078005,1
24,18,-5.605052,1
27,26,-11.348914,1
10,19,1.8528132,1
19,22,-1.0689822,1
20,24,3.093264,1
2,29,1.173875,1
29,15,-0.24083324,1
28,17,-2.0752516,1
8,22,2.8756466,1
5,28,4.9617569,1
1,22,1.6684565,1
5,29,-1.3422017,1
25,19,0.28555004,1
22,15,4.7141467,1
25,15,1.5597622,1
3,24,-0.9441711,1
12,20,11.251607,1
2,30,-8.6173947,1
30,29,-2.9500335,1
5,31,1.8719477,1
31,29,-7.1492583,1
5,26,0.12769703,1
11,32,3.3096812,1
32,15,3.7849233,1
10,27,1.3314827,1
32,30,-2.5696541,1
5,33,4.8724365,1
33,31,-3.011228,1
8,34,-8.2074981,1
34,27,0.69521818,1
3,35,10.139304,1
35,13,-1.6351616,1
20,21,0.56033403,1
5,36,1.5497893,1
36,13,-4.1252024,1
4,37,-7.9112187,1
37,14,0.19477099,1
3,38,0.14766554,1
38,16,6.7459806,1
5,39,-1.9276826,1
39,26,-3.538239,1
30,21,-1.6693127,1
26,16,0.68410349,1
