nodes
id,type
0,BIAS
1,INPUT
2,INPUT
3,INPUT
4,INPUT
5,INPUT
6,INPUT
7,INPUT
8,INPUT
9,INPUT
10,INPUT
11,INPUT
12,INPUT
13,OUTPUT
14,OUTPUT
15,OUTPUT
16,HIDDEN
17,HIDDEN
18,HIDDEN
19,HIDDEN
20,HIDDEN
21,HIDDEN
22,HIDDEN
23,HIDDEN
24,HIDDEN
25,HIDDEN
26,HIDDEN
27,HIDDEN
28,HIDDEN
29,HIDDEN
30,HIDDEN
31,HIDDEN
32,HIDDEN
33,HIDDEN
34,HIDDEN
35,HIDDEN
36,HIDDEN
37,HIDDEN
38,HIDDEN
39,HIDDEN
40,HIDDEN
41,HIDDEN
42,HIDDEN
connections
from,to,weight,enabled
0,13,0.23730714,1
0,14,-1.3811835,1
0,15,-0.57083951,1
1,13,162.5835,1
1,14,-1.3560383,1
1,15,-2.0764448,1
2,13,1.0773307,1
2,14,-7.419684,1
2,15,-6.5114575,0
3,13,-0.39758113,1
3,14,-0.51013237,1
3,15,-7.9300496,1
4,13,0.021079426,0
4,14,-1.092334,0
4,15,-2.4133036,1
5,13,-67.376581,1
5,14,6.0407587,1
5,15,-0.18713085,1
6,13,1.2103351,1
6,14,-11.428415,1
6,15,3.1757358,1
7,13,-1.5392366,1
7,14,3.1104697,0
7,15,-0.14252084,1
8,13,-2.836678,1
8,14,-1.0155232,1
8,15,9.8622518,1
9,13,-0.097378776,1
9,14,6.3132451,1
9,15,-10.484877,1
10,13,-10.253291,1
10,14,-1.0346344,1
10,15,-6.9024904,1
11,13,-1.6245625,1
11,14,0.48023911,1
11,15,1.6709365,0
12,13,1.6046231,0
12,14,4.6617388,1
12,15,3.275635,1
16,14,2.0974664,1
3,16,4.5675904,1
8,16,-3.1743169,1
2,16,-1.517347,1
16,13,7.7028996,1
0,17,0.68996183,1
17,15,-1.6528826,1
9,16,15.732156,1
18,15,5.4206034,1
8,18,3.41305,1
6,17,-1.2654671,0
3,17,-0.074521955,1
0,19,-2.4773771,1
19,13,-7.139325,1
6,18,-3.7563219,1
12,16,0.31373558,1
7,20,8.9241124,1
20,15,1.7715272,1
17,14,1.0201882,1
2,19,-1.1723654,1
11,20,14.952066,1
21,15,2.2771754,1
11,21,0.63920381,1
3,18,-1.0945785,1
1,18,-1.7381921,1
2,22,-0.88675939,0
22,13,3.3054306,1
2,17,-3.3144818,1
23,16,0.090475551,1
8,23,-3.4758817,1
4,23,3.674199,1
11,23,1.5736278,1
7,17,1.996788,1
11,24,-1.881904,1
24,13,3.3551966,1
3,23,-1.5871585,1
0,25,3.6902711,1
25,19,0.22709529,1
7,21,-0.5568029,1
2,20,1.9669506,1
10,26,-1.8698189,1
26,15,1.9262447,1
21,23,4.0480621,1
0,27,-9.9710768,1
27,25,3.2116109,1
28,14,-1.6024451,1
16,28,6.1498081,1
29,15,-0.98773581,1
10,29,0.84623405,1
30,15,-0.71695426,1
8,30,8.5306998,1
4,24,-0.76540678,1
4,19,-0.61331737,1
21,17,0.43006015,1
18,22,10.124176,1
11,31,-5.4310828,1
31,24,-1.4821289,1
22,29,0.19052022,1
19,17,-1.8784712,1
3,26,-1.1516624,1
25,32,-1.9973304,1
32,19,0.53795687,1
24,33,-1.2265658,1
33,13,4.9543868,1
10,16,-0.25055835,1
34,14,0.084833677,1
11,34,-2.2222716,1
11,30,19.0316,1
23,15,10.478031,1
20,17,-0.74872195,1
10,35,1.9571074,1
35,14,5.8288589,1
7,30,-1.9947416,1
30,28,-4.7441567,1
23,27,-0.2523416,1
2,24,0.29373178,1
9,23,-1.9335159,1
23,36,0.94761461,1
36,16,0.13908411,1
33,37,0.051901031,1
37,13,-5.0345707,1
28,38,0.20986387,1
38,14,10.003229,1
36,39,-0.36199211,1
39,16,-2.9711901,1
8,40,-3.1401385,1
40,16,0.14872883,1
27,40,-2.3540226,1
41,13,-7.3996356,1
12,41,5.6341833,1
40,30,3.717318,1
6,21,-2.04362,0
30,16,0.47464102,1
10,33,1.2479683,1
40,42,-1.6768223,1
42,30,-3.5986767,1
18,24,7.1503663,1
40,38,2.1338426,1
4,38,-2.3857875,1
