nodes
id,type
0,BIAS
1,INPUT
2,INPUT
3,INPUT
4,INPUT
5,INPUT
6,INPUT
7,INPUT
8,INPUT
9,INPUT
10,INPUT
11,INPUT
12,INPUT
13,OUTPUT
14,OUTPUT
15,OUTPUT
16,HIDDEN
17,HIDDEN
18,HIDDEN
19,HIDDEN
20,HIDDEN
21,HIDDEN
22,HIDDEN
23,HIDDEN
24,HIDDEN
25,HIDDEN
26,HIDDEN
27,HIDDEN
28,HIDDEN
29,HIDDEN
30,HIDDEN
31,HIDDEN
32,HIDDEN
33,HIDDEN
34,HIDDEN
35,HIDDEN
36,HIDDEN
37,HIDDEN
38,HIDDEN
39,HIDDEN
40,HIDDEN
41,HIDDEN
42,HIDDEN
43,HIDDEN
connections
from,to,weight,enabled
0,13,-4.0013128,1
0,14,-0.98472207,1
0,15,-3.3644346,1
1,13,-0.96313066,1
1,14,-2.083597,1
1,15,-13.643105,1
2,13,0.75687354,1
2,14,-1.0714554,1
2,15,-9.2561384,1
3,13,2.1505282,1
3,14,1.9815236,1
3,15,-1.6601579,1
4,13,-0.30653925,1
4,14,2.491595,1
4,15,0.87673123,1
5,13,3.2279265,1
5,14,-4.1609169,1
5,15,66.47501,1
6,13,1.5758748,1
6,14,0.55905285,1
6,15,1.135342,1
7,13,-4.784454,1
7,14,-80.47104,1
7,15,4.9691329,1
8,13,-0.5861753,1
8,14,0.11360615,1
8,15,1.9758898,1
9,13,7.7374711,1
9,14,79.647982,1
9,15,5.5100714,1
10,13,4.3418835,1
10,14,1.4626042,1
10,15,0.48344457,1
11,13,-0.69169703,1
11,14,0.13012289,1
11,15,-1.9469156,1
12,13,-3.2663759,1
12,14,-0.87528394,1
12,15,-0.10501868,1
1,16,6.1408471,1
16,15,2.9899869,1
8,17,-0.31237067,1
17,15,-1.0461784,1
6,17,-2.0543761,1
7,16,7.7271263,1
3,18,-2.6993501,1
18,14,-4.8579039,1
16,17,-4.6073396,1
1,19,4.991786,1
19,13,-3.6194727,1
3,20,-1.9511415,1
20,18,-3.2945186,1
18,17,-0.096318273,1
0,21,1.0582079,1
21,15,0.82077648,1
4,16,-10.797576,1
21,18,2.062497,0
1,22,0.89322575,1
22,13,-0.7858164,1
11,23,-7.1714904,1
23,15,-2.3968631,1
5,24,-5.2670359,1
24,13,-2.8935348,1
20,13,-1.1103398,1
22,17,2.3476652,1
10,17,-0.94630976,1
25,13,1.9688347,1
9,25,-0.42424989,1
7,24,-1.1244749,1
3,19,-2.6107038,1
7,26,-2.4137555,1
26,16,-2.8295943,1
0,27,1.4835897,1
27,21,-2.8536415,1
1,28,1.4171634,1
28,13,-2.1783898,1
0,25,2.305111,1
0,16,-0.50937286,1
10,24,-4.110981,1
7,27,-1.1323356,1
24,14,-0.54199692,1
19,25,-3.9072341,1
23,28,0.85277241,1
29,25,-4.0030889,1
19,29,2.9744604,1
30,15,-5.053721,1
11,30,-2.2047404,1
0,31,2.5685948,1
31,13,-0.17356432,1
30,28,3.5002647,1
1,32,-6.2240196,1
32,22,6.2444375,1
1,26,-0.39073709,1
22,33,-4.2560108,1
33,17,-0.14325523,1
23,20,0.36127516,1
31,30,-21.472452,1
8,32,7.4369721,1
23,16,3.7188601,1
11,27,-1.6319557,0
9,31,-2.8658245,1
20,34,6.063367,1
34,18,-1.7295687,1
24,27,-1.9299674,1
24,35,2.0330938,1
35,14,-0.58707355,1
9,36,-9.2769167,1
36,31,-1.2999517,1
1,37,0.66182866,1
37,14,-0.11462614,1
27,38,3.7197105,1
38,21,2.209612,1
22,30,8.1053636,1
21,39,1.2987723,1
39,15,-0.28106801,1
36,17,-1.2245265,1
34,37,-0.11167929,1
23,40,-16.181474,1
40,20,11.717815,1
4,41,-4.1154415,1
41,15,-3.6844712,1
10,41,-0.32134075,1
31,38,-0.31942483,1
1,42,2.2419108,1
42,37,-2.0125455,1
23,43,-1.3199578,1
43,20,5.4902718,1
