seed,generation,best_fitness,mean_fitness,worst_fitness,num_species,best_nodes,best_connections,avg_nodes,avg_connections,time_eval_ms,time_speciate_ms,time_reproduce_ms,time_total_ms
869251033,0,3687,306.043,9,1,16,39,16,39,10.9215,0.064848,1.98224,12.9888
869251033,1,25891,431.68,9,1,16,39,16.0467,39.0333,11.703,0.053488,2.03649,13.8062
869251033,2,400,332.543,9,1,16,39,16.11,39.0467,11.9025,0.05077,1.98471,13.9498
869251033,3,422,341.707,9,1,16,39,16.1167,39.0067,12.3134,0.051506,2.0164,14.3956
869251033,4,400,350.993,9,1,16,39,16.0633,38.79,13.1513,0.073595,2.00609,15.2599
869251033,5,433,353.553,9,1,16,39,16.0467,38.76,12.6568,0.052335,1.94626,14.6708
869251033,6,426,365.397,9,1,16,39,16.04,38.51,12.8216,0.052658,1.98707,14.8762
869251033,7,419,349.737,9,1,16,38,16.0467,38.34,12.8822,0.04893,1.99906,14.9408
869251033,8,20184,439.067,9,1,16,38,16.03,38.0133,13.1619,0.050607,2.01423,15.2396
869251033,9,1714,379.193,9,1,16,38,16.1067,37.8833,12.9938,0.049925,1.93246,14.9876
869251033,10,451,361.287,9,3,16,38,16.0933,37.84,12.9359,0.078476,1.65628,14.6832
869251033,11,292549,1968.65,9,2,16,39,16.0767,37.8467,12.9908,0.081244,1.99228,15.077
869251033,12,231746,1498.12,9,3,17,39,16.0633,37.93,10.7537,0.07755,2.0227,12.867
869251033,13,26201,678.71,9,2,16,39,16.0933,37.7433,9.77042,0.054888,2.04321,11.8809
869251033,14,230973,2215.49,9,1,16,36,16.0667,37.5067,10.0217,0.05015,2.12075,12.2031
869251033,15,436757,4274.14,9,1,16,38,16.0833,37.1433,10.9512,0.050822,2.11098,13.1243
869251033,16,885307,7802.15,9,2,17,37,16.0933,37,8.53924,0.074835,2.09707,10.7242
869251033,17,548716,5020.38,9,1,16,35,16.1667,36.67,11.5736,0.109901,2.08731,13.784
869251033,18,436403,5769.18,9,1,16,39,16.1133,36.3867,10.2607,0.050614,2.0987,12.423
869251033,19,102842,2433.2,9,2,16,34,16.1433,36.33,10.0333,0.075738,1.06618,11.1867
869251033,20,1.00167e+06,12595.5,9,2,16,37,16.04,36.73,12.8139,0.051318,1.93633,14.8128
869251033,21,641437,7762.72,9,2,16,38,16.0267,37.1367,11.3808,0.07711,1.96948,13.4395
869251033,22,885417,23910,9,1,16,37,16.02,37.45,12.3158,0.050446,2.09754,14.4743
869251033,23,847894,10951.8,9,1,16,38,16.02,37.55,10.8462,0.053497,2.06342,12.9785
869251033,24,1.00248e+06,22110.6,9,1,16,37,16.03,37.5633,10.4256,0.05386,2.04667,12.5381
869251033,25,811732,26996.1,9,1,16,38,16.07,37.67,11.4723,0.052437,2.09154,13.6308
869251033,26,741125,19176.2,9,2,16,38,16.11,37.64,11.3754,0.077635,2.02711,13.4932
869251033,27,962378,9045.38,9,1,16,39,16.06,37.4933,11.0873,0.050614,2.00891,13.1578
869251033,28,707571,21058.3,9,2,16,38,16.0933,37.4467,12.1687,0.075333,2.06788,14.3224
869251033,29,673901,12201.1,9,2,16,39,16.1933,37.4367,11.5828,0.080921,2.26829,13.944
869251033,30,177296,6890.55,9,4,16,39,16.1567,37.31,11.0716,0.093224,1.98454,13.1621
869251033,31,271293,4642.38,9,4,17,40,16.4233,37.46,9.09047,0.095697,1.94829,11.1478
869251033,32,847924,58624.5,9,4,16,37,16.58,37.6967,12.6573,0.097839,2.17941,14.9469
869251033,33,923362,28066.4,9,7,17,40,16.8133,38.1667,12.5258,0.123802,2.0924,14.7545
869251033,34,1.08359e+06,14355.9,9,5,18,38,16.9067,38.0433,11.2891,0.116393,3.03028,14.4572
869251033,35,292512,3098.41,9,10,18,43,17.08,38.0567,8.98344,0.199868,2.48816,11.6938
869251033,36,775963,8204.35,9,9,17,37,16.6333,38.13,12.7371,0.143833,1.89446,14.7925
869251033,37,579173,6677.21,9,11,17,39,16.9833,38.52,8.15831,0.12819,0.877488,9.17606
869251033,38,673998,163774,9,5,17,39,17.0267,39.03,21.2793,0.103564,2.13975,23.5371
869251033,39,609853,133138,9,2,17,39,17.04,39.7133,19.5174,0.086402,2.2439,21.8629
869251033,40,578816,16014.1,9,1,17,39,17.0333,39.8433,12.6699,0.104479,2.33414,15.1427
