nodes
id,type
0,BIAS
1,INPUT
2,INPUT
3,INPUT
4,INPUT
5,INPUT
6,INPUT
7,INPUT
8,INPUT
9,INPUT
10,INPUT
11,INPUT
12,INPUT
13,OUTPUT
14,OUTPUT
15,OUTPUT
16,HIDDEN
17,HIDDEN
18,HIDDEN
19,HIDDEN
20,HIDDEN
21,HIDDEN
22,HIDDEN
23,HIDDEN
24,HIDDEN
25,HIDDEN
26,HIDDEN
27,HIDDEN
28,HIDDEN
29,HIDDEN
30,HIDDEN
31,HIDDEN
32,HIDDEN
33,HIDDEN
34,HIDDEN
35,HIDDEN
36,HIDDEN
37,HIDDEN
38,HIDDEN
39,HIDDEN
40,HIDDEN
41,HIDDEN
42,HIDDEN
43,HIDDEN
44,HIDDEN
45,HIDDEN
46,HIDDEN
47,HIDDEN
connections
from,to,weight,enabled
0,13,4.2693411,1
0,14,1.8141102,1
0,15,1.4827011,1
1,13,1.7808188,1
1,14,-0.33283601,1
1,15,0.90507887,1
2,13,-1.7548326,0
2,14,-3.5876156,1
2,15,10.178692,0
3,13,-0.62785709,1
3,14,-1.0489418,1
3,15,2.5717825,1
4,13,12.21972,1
4,14,-1.8106239,1
4,15,0.44829345,1
5,13,-0.17626675,1
5,14,12.936134,1
5,15,-0.86795623,1
6,13,0.050628771,1
6,14,8.2115056,1
6,15,0.74313673,1
7,13,111.66157,1
7,14,1.546963,1
7,15,6.589667,1
8,13,-1.1693381,1
8,14,0.15826662,1
8,15,1.4065769,1
9,13,-69.548333,1
9,14,105.72776,1
9,15,1.8464293,1
10,13,-1.022633,1
10,14,-0.077484186,1
10,15,2.682853,1
11,13,48.388162,1
11,14,13.288516,1
11,15,5.5234233,1
12,13,-2.2682509,1
12,14,-4.4305583,1
12,15,-2.9884585,1
16,15,-4.1159806,1
6,16,8.4184287,1
17,14,4.6903875,1
0,17,10.847951,1
5,16,13.283246,1
12,16,6.2586537,1
10,18,1.7808651,1
18,14,-0.56271658,1
11,16,0.49515391,1
2,17,5.4548828,1
16,14,4.4917188,1
18,13,3.6287531,1
6,19,-1.9343625,1
19,16,-1.276366,1
6,17,3.3185511,1
17,19,2.8496455,1
17,16,-2.4244599,1
10,19,0.79812949,1
10,20,-2.5188263,1
20,18,0.97120604,1
6,21,5.2386767,1
21,15,-0.95078368,1
17,22,2.3259969,1
22,19,-6.6257919,1
22,14,-0.20902229,1
11,23,2.9297362,1
23,14,-2.9743974,1
18,19,-0.24877829,1
20,15,3.8656117,1
0,19,2.5939647,1
23,16,5.3819255,1
12,17,2.6178423,1
24,14,6.7876821,1
2,24,-0.73042473,1
12,25,1.0642236,1
25,16,3.3815123,1
6,26,0.039520828,1
26,14,-0.15635654,1
23,22,1.7764651,1
17,27,-2.1764254,1
27,14,8.3178671,1
6,18,-6.317818,1
1,24,3.1120153,1
27,28,-9.9590466,1
28,14,-11.386847,1
2,26,1.6048728,1
11,29,7.4984152,1
29,15,2.4690167,1
3,27,0.43541568,1
9,17,9.5755309,1
2,22,-0.68841618,1
24,19,0.75791855,1
6,24,1.2373646,1
17,18,-3.1353325,1
20,26,-0.40824199,1
17,30,0.99380023,1
30,14,-12.085647,1
3,31,-1.3248524,1
31,14,-6.4801787,0
6,28,1.4340092,1
21,24,1.3475374,1
16,32,0.99377774,1
32,15,1.655898,0
26,28,-3.4334369,1
24,32,0.87161748,1
12,24,-2.8700195,1
33,15,-6.3208098,1
16,33,2.0316368,1
34,24,-0.90443595,1
12,34,-18.896665,1
25,22,0.76018242,1
26,18,-5.0660475,1
35,15,0.84869558,1
8,35,2.0994486,1
36,14,2.9355748,1
9,36,0.60987585,1
30,16,11.010567,1
37,15,-0.014616732,1
11,37,1.1728788,1
17,38,0.83880385,1
38,30,-1.3293838,1
25,21,1.7532197,1
38,39,-0.84299848,1
39,30,-0.88566336,1
1,37,2.8642738,1
0,40,-1.911471,1
40,17,6.1485818,1
37,19,-5.02622,1
28,23,1.125689,1
21,32,2.8010295,1
26,29,-2.1528773,1
39,25,0.55634498,1
37,23,9.567246,1
23,29,7.7824152,1
37,18,-1.23833,1
8,34,1.5142803,1
12,23,0.96127386,1
40,38,1.7456167,1
21,41,1.2507634,1
41,32,-1.0875438,1
28,32,-0.040126746,1
11,42,0.58633167,1
42,29,13.26912,1
41,43,-3.1574226,1
43,32,-1.6270158,1
33,44,6.9350122,1
44,15,7.8568946,1
10,27,0.67302857,1
6,45,0.12299698,1
45,13,-0.32084228,1
37,43,2.9372752,1
44,29,5.1029864,1
5,46,0.79251946,1
46,16,-0.46684373,1
11,47,-2.7134298,1
47,16,-3.108,1
