nodes
id,type
0,BIAS
1,INPUT
2,INPUT
3,INPUT
4,INPUT
5,INPUT
6,INPUT
7,INPUT
8,INPUT
9,INPUT
10,INPUT
11,INPUT
12,INPUT
13,OUTPUT
14,OUTPUT
15,OUTPUT
16,HIDDEN
17,HIDDEN
18,HIDDEN
19,HIDDEN
20,HIDDEN
21,HIDDEN
22,HIDDEN
23,HIDDEN
24,HIDDEN
25,HIDDEN
26,HIDDEN
27,HIDDEN
28,HIDDEN
29,HIDDEN
30,HIDDEN
31,HIDDEN
32,HIDDEN
33,HIDDEN
connections
from,to,weight,enabled
0,13,-4.4845651,1
0,14,1.78513,1
0,15,1.2567915,1
1,13,-2.0280901,1
1,14,-2.9179205,1
1,15,2.0342167,1
2,13,-5.4389142,1
2,14,-0.45159642,1
2,15,1.6729519,1
3,13,1.3751996,1
3,14,-1.7786396,1
3,15,-2.2396243,1
4,13,3.8148049,0
4,14,-2.5022435,1
4,15,-2.0826881,0
5,13,-5.7829112,1
5,14,-1.5381419,1
5,15,3.9294105,1
6,13,-7.1332196,1
6,14,2.0415821,1
6,15,-1.9260226,0
7,13,101.79145,1
7,14,-0.24572744,1
7,15,0.79836674,1
8,13,1.4490409,1
8,14,1.5364372,1
8,15,-5.0516354,1
9,13,-31.44606,1
9,14,82.883743,1
9,15,-9.0409429,1
10,13,6.9258853,1
10,14,-3.1159214,1
10,15,-2.418304,1
11,13,50.656401,1
11,14,3.2495341,1
11,15,4.3197341,1
12,13,-2.6991907,1
12,14,-7.4870802,0
12,15,-0.92431282,1
4,16,-1.4463473,1
16,15,1.4923082,1
11,16,-7.6079563,1
7,16,-2.1569744,1
9,16,-1.5154067,0
17,14,2.1387487,1
6,17,14.811632,1
16,14,-0.89211428,1
10,17,0.71991565,1
3,18,-5.038293,1
18,14,5.9548281,1
12,19,0.64373236,1
19,15,-5.8686921,1
1,19,3.4495409,1
8,18,-11.935243,1
3,19,2.5623556,1
18,19,-1.6827548,1
2,18,3.4463771,1
19,14,0.73800812,1
1,18,51.465562,1
9,17,-2.9715652,1
19,16,-3.7290379,1
18,13,-38.472577,1
5,17,1.13092,1
16,20,-3.9487153,1
20,15,0.40526259,1
11,18,3.7693854,1
6,16,-7.8482721,1
21,17,1.5019136,1
5,21,0.27215598,1
12,17,-0.081151405,1
4,20,3.1087833,1
18,15,-2.3045836,1
11,22,-3.951912,1
22,14,2.9291799,1
17,22,0.26672201,1
19,23,-0.68792484,1
23,16,0.11494914,1
22,19,2.7906747,1
3,21,2.0823301,1
17,19,11.149015,1
17,24,-0.6626805,1
24,22,13.896504,1
3,25,4.228203,1
25,15,1.9278113,1
0,21,-0.99053431,1
19,26,-1.0039386,1
26,14,-0.82029604,1
27,15,-21.789329,1
18,27,2.0855198,1
19,28,1.4170456,1
28,16,0.4431675,1
29,13,-15.135554,1
0,29,-3.1080898,1
26,16,8.9638714,1
17,30,9.421325,1
30,22,0.69007821,1
23,31,-0.12249887,1
31,16,-0.840035,1
26,32,-2.3831016,1
32,16,7.9135276,1
6,32,-8.0045564,1
26,33,-0.242763,1
33,16,0.56577646,1
5,26,-8.9126907,1
8,25,1.1029132,1
4,27,-1.9023881,1
19,27,-8.303081,1
19,31,-0.7310877,1
33,31,0.25174473,1
27,33,-0.84448566,1
28,31,-13.489919,1
