nodes
id,type
0,BIAS
1,INPUT
2,INPUT
3,INPUT
4,INPUT
5,INPUT
6,INPUT
7,INPUT
8,INPUT
9,INPUT
10,INPUT
11,INPUT
12,INPUT
13,OUTPUT
14,OUTPUT
15,OUTPUT
16,HIDDEN
17,HIDDEN
18,HIDDEN
19,HIDDEN
20,HIDDEN
21,HIDDEN
22,HIDDEN
23,HIDDEN
24,HIDDEN
25,HIDDEN
26,HIDDEN
27,HIDDEN
28,HIDDEN
29,HIDDEN
30,HIDDEN
31,HIDDEN
32,HIDDEN
33,HIDDEN
34,HIDDEN
35,HIDDEN
36,HIDDEN
37,HIDDEN
38,HIDDEN
39,HIDDEN
40,HIDDEN
41,HIDDEN
42,HIDDEN
43,HIDDEN
44,HIDDEN
connections
from,to,weight,enabled
0,13,-9.9367436,1
0,14,1.8002281,1
0,15,-20.079618,1
1,13,-5.9468322,1
1,14,143.84985,1
1,15,1.5739545,1
2,13,-4.6533335,1
2,14,0.97913583,1
2,15,1.6305881,1
3,13,-7.466103,1
3,14,4.6488163,1
3,15,3.660524,0
4,13,15.142885,1
4,14,-10.37768,1
4,15,-1.4459083,1
5,13,3.333579,1
5,14,0.7668755,1
5,15,6.5537344,1
6,13,-3.822501,1
6,14,0.99107169,1
6,15,3.5314127,1
7,13,-1.0858063,1
7,14,-1.8793046,1
7,15,11.925555,1
8,13,-2.8375936,1
8,14,-3.5380213,1
8,15,-0.34682392,1
9,13,-2.7430147,1
9,14,-7.3977217,1
9,15,1.4447695,1
10,13,1.2340469,1
10,14,-1.1507872,1
10,15,-1.1075778,1
11,13,3.208116,1
11,14,-66.625642,1
11,15,3.5440434,1
12,13,7.7867344,0
12,14,1.672006,1
12,15,2.4234019,1
12,16,-2.2302734,1
16,15,-4.3849301,1
10,16,-0.77538045,1
5,16,-0.90863577,1
2,16,2.7238106,1
9,16,-1.4424359,1
7,16,8.978198,1
17,15,-8.0363019,1
16,17,-1.2615278,0
11,16,-12.170806,1
12,17,0.051400038,1
12,18,-1.3546053,1
18,14,2.5262497,1
0,19,-1.1698421,1
19,15,2.4375238,1
0,20,0.020228064,1
20,13,1.5525784,1
11,17,-6.7972511,1
4,21,4.9956035,1
21,14,1.6154707,1
5,18,-4.7516629,1
6,22,1.5004234,1
22,13,0.66387995,1
3,23,1.0763285,1
23,15,0.51192952,1
19,17,-2.3571007,1
24,15,1.775391,1
23,24,7.1748888,0
23,25,-1.4546113,1
25,24,0.69875654,1
1,26,-1.8032753,1
26,13,1.853874,1
11,27,-1.2325791,1
27,17,-4.7233972,1
11,23,-0.77505627,1
0,28,-3.482006,1
28,14,1.9573359,0
3,22,0.2739095,1
5,29,1.2322928,1
29,18,3.5997612,1
4,30,-4.6504955,1
30,15,0.68734053,1
1,31,1.7796499,1
31,13,11.322661,1
18,23,-8.4532186,1
0,24,-5.6069853,1
29,28,-4.2347188,1
9,32,-3.1082693,1
32,14,-0.30308833,1
30,28,-1.3261397,1
0,25,-1.755277,1
11,22,-2.4556534,1
8,24,3.0680799,1
9,17,0.45701864,1
0,26,14.049726,1
30,32,-4.8992838,1
24,33,1.9932614,1
33,15,-1.1491674,1
6,25,-1.2005336,1
30,16,-6.5257595,1
20,14,-1.8523125,0
9,26,-1.5645514,1
27,34,4.9987073,1
34,17,-13.361831,1
23,35,3.1038954,1
35,15,-5.1928576,0
3,16,18.052153,1
17,28,3.1248854,1
32,36,3.530525,0
36,14,-1.5987973,1
1,27,-1.8757992,1
9,22,4.3260825,1
19,22,-1.9778726,1
5,21,5.2978834,1
37,13,2.968558,1
10,37,-3.1356185,1
23,38,1.7226228,0
38,15,-1.2420225,1
3,39,-0.31295897,1
39,23,1.6083575,1
6,40,-9.6677741,1
40,22,-6.656076,1
31,28,-1.3756811,1
0,41,12.173776,1
41,28,7.4597321,1
32,16,4.4626035,1
10,23,-7.4649848,1
18,31,0.72556686,1
1,42,12.073994,1
42,27,-1.9575798,1
28,43,4.998131,1
43,14,1.2387881,1
19,32,0.74522728,1
44,15,3.5960386,1
3,44,-0.036690136,1
