seed,generation,best_fitness,mean_fitness,worst_fitness,num_species,time_eval_ms,time_speciate_ms,time_reproduce_ms,time_total_ms
1566071350,0,0.0236,0.0124173,0.0092,1,0.527872,0.028685,0.124877,0.683267
1566071350,1,0.0296,0.0148167,0.0103,1,0.189821,0.009067,0.149143,0.348963
1566071350,2,0.0307,0.0172113,0.0107,1,0.208817,0.009247,0.140066,0.358861
1566071350,3,0.0277,0.01793,0.0103,1,0.214397,0.009498,0.134356,0.359112
1566071350,4,0.039,0.0196393,0.0104,1,0.231108,0.009778,0.139154,0.380853
1566071350,5,0.0397,0.0203807,0.0112,1,0.237891,0.009829,0.134425,0.383037
1566071350,6,0.0354,0.0216033,0.0115,1,0.244585,0.009799,0.135277,0.390432
1566071350,7,0.0507,0.022494,0.0124,1,0.25806,0.009679,0.133844,0.402324
1566071350,8,0.046,0.0231847,0.0122,1,0.259523,0.009999,0.134847,0.40518
1566071350,9,0.046,0.024442,0.0094,1,0.288328,0.009739,0.132802,0.43172
1566071350,10,0.06,0.0255433,0.0111,1,0.300801,0.009638,0.13708,0.448351
1566071350,11,0.06,0.026764,0.0126,1,0.332211,0.009598,0.138313,0.480893
1566071350,12,0.0947,0.027656,0.0125,1,0.319497,0.009879,0.139986,0.470093
1566071350,13,0.0947,0.0289227,0.0099,1,0.34755,0.009678,0.139625,0.497635
1566071350,14,0.0678,0.0300647,0.0116,1,0.352529,0.009919,0.133834,0.497194
1566071350,15,0.065,0.0282013,0.0118,1,0.315349,0.009708,0.132582,0.458511
1566071350,16,0.0716,0.0306753,0.0103,1,0.551247,0.009959,0.137772,0.699929
1566071350,17,0.0811,0.0324267,0.0138,1,0.834174,0.009307,0.137622,0.981905
1566071350,18,0.0641,0.0324833,0.0105,1,0.412323,0.006403,0.089029,0.508466
1566071350,19,0.0766,0.032992,0.0107,1,0.412062,0.009728,0.134546,0.557188
1566071350,20,0.0727,0.0341573,0.0128,1,0.426049,0.006362,0.084821,0.517873
1566071350,21,0.1068,0.033328,0.0112,1,0.427422,0.009699,0.135788,0.57384
1566071350,22,0.1182,0.0362073,0.0141,1,0.50519,0.008286,0.104067,0.618384
1566071350,23,0.1149,0.0401613,0.0137,1,0.506291,0.010079,0.135147,0.652439
1566071350,24,0.1946,0.039048,0.0138,1,0.528203,0.013496,0.141699,0.684409
1566071350,25,0.1784,0.04323,0.0131,1,0.513255,0.006502,0.098988,0.619517
1566071350,26,0.1568,0.0405467,0.0153,1,0.613816,0.009839,0.132331,0.756827
1566071350,27,0.1531,0.0404287,0.0152,1,0.485171,0.006722,0.094921,0.587596
1566071350,28,0.2137,0.048276,0.0101,1,0.623845,0.008937,0.11592,0.749353
1566071350,29,0.2139,0.0536713,0.0135,1,0.708796,0.009829,0.134526,0.854072
1566071350,30,0.2142,0.0626493,0.0131,1,0.855445,0.009789,0.127522,0.993547
1566071350,31,0.2142,0.0596953,0.0137,1,0.73142,0.009879,0.140016,0.882196
1566071350,32,0.2143,0.066008,0.0133,1,0.808285,0.006603,0.087767,0.903266
1566071350,33,0.2145,0.0710407,0.0099,1,0.870122,0.01021,0.135958,1.01745
1566071350,34,0.2146,0.0845187,0.0153,1,0.945897,0.006643,0.089359,1.04268
1566071350,35,0.2147,0.0961573,0.0138,1,1.12756,0.006683,0.086484,1.22136
1566071350,36,0.2147,0.114341,0.01,1,1.21529,0.01044,0.093337,1.32014
1566071350,37,0.2151,0.118809,0.0176,1,1.35349,0.01035,0.132462,1.49756
1566071350,38,0.2186,0.110823,0.0112,1,1.36661,0.006853,0.088027,1.46248
1566071350,39,0.221,0.129235,0.0113,1,1.30201,0.009949,0.113826,1.42675
1566071350,40,0.2205,0.109891,0.0099,1,1.21428,0.006763,0.082186,1.30399
1566071350,41,0.4102,0.133667,0.0131,1,1.40168,0.009889,0.135878,1.54829
1566071350,42,0.4102,0.133469,0.01,1,1.42002,0.009999,0.133824,1.56499
1566071350,43,0.4102,0.142586,0.0144,1,1.58289,0.01018,0.138903,1.73316
1566071350,44,0.4102,0.153474,0.0129,1,1.65475,0.006793,0.088348,1.7508
1566071350,45,0.4102,0.154057,0.0166,1,1.75526,0.01039,0.13201,1.8988
1566071350,46,0.4102,0.180187,0.0168,1,2.11258,0.006763,0.087816,2.20816
1566071350,47,0.4102,0.211864,0.01,1,2.3529,0.006573,0.087756,2.44821
1566071350,48,0.4102,0.214798,0.0114,1,2.20852,0.010309,0.12621,2.34614
1566071350,49,0.4102,0.203967,0.0105,1,2.19696,0.006793,0.128184,2.33286
1566071350,50,0.4103,0.207086,0.0157,1,2.20525,0.007134,0.117143,2.33055
1566071350,51,0.4103,0.201961,0.0166,1,2.1605,0.01025,0.135367,2.30739
1566071350,52,0.4102,0.222301,0.0183,1,2.35564,0.01064,0.119247,2.4867
1566071350,53,0.4102,0.232497,0.0154,1,2.39939,0.006643,0.085332,2.49222
1566071350,54,0.4102,0.199543,0.0111,1,2.15708,0.006843,0.087316,2.25233
1566071350,55,0.4102,0.211854,0.0112,1,2.45631,0.01078,0.137411,2.60591
1566071350,56,0.4102,0.248563,0.0168,1,2.63237,0.010029,0.127963,2.77138
1566071350,57,0.4102,0.233455,0.0138,1,2.43277,0.010099,0.137031,2.58113
1566071350,58,0.4102,0.233941,0.0108,1,2.46084,0.009989,0.132341,2.6044
1566071350,59,0.4102,0.236082,0.0113,1,2.60642,0.01023,0.135176,2.75301
1566071350,60,0.4102,0.228655,0.0101,1,2.42283,0.010059,0.135788,2.56994
1566071350,61,0.4102,0.268055,0.0098,1,2.99937,0.009899,0.134636,3.14487
1566071350,62,0.4102,0.239985,0.0096,1,2.4287,0.009788,0.134736,2.57397
1566071350,63,0.4102,0.231735,0.0094,1,3.06732,0.009518,0.131319,3.2092
1566071350,64,0.4102,0.229039,0.0157,1,2.78804,0.009608,0.13178,2.93031
1566071350,65,0.4102,0.247478,0.0171,1,2.43649,0.009217,0.136449,2.58295
1566071350,66,0.4102,0.234919,0.0139,1,2.48616,0.009839,0.134706,2.63155
1566071350,67,0.4102,0.208211,0.0119,1,2.1396,0.009659,0.13156,2.28165
1566071350,68,0.4102,0.246289,0.0132,1,2.68021,0.009408,0.129746,2.82017
1566071350,69,0.4102,0.246897,0.0165,1,2.54665,0.008988,0.133523,2.68995
1566071350,70,0.4102,0.236871,0.015,1,2.33331,0.009708,0.130628,2.47451
1566071350,71,0.4102,0.241033,0.0131,1,2.50756,0.009798,0.133434,2.65163
1566071350,72,0.4102,0.267934,0.0107,1,2.68422,0.009278,0.132772,2.82709
1566071350,73,0.4102,0.262616,0.0137,1,2.63115,0.009358,0.133383,2.77471
1566071350,74,0.4102,0.263249,0.0122,1,2.9084,0.009648,0.138743,3.05772
1566071350,75,0.4102,0.26438,0.0124,1,3.44591,0.008496,0.085262,3.5406
1566071350,76,0.4102,0.27576,0.0119,1,3.00966,0.010079,0.131279,3.15216
1566071350,77,0.4102,0.244339,0.012,1,2.46949,0.009909,0.135587,2.61583
1566071350,78,0.4102,0.262957,0.0145,1,2.67033,0.009739,0.140847,2.82171
1566071350,79,0.4102,0.275835,0.0099,1,2.71372,0.009428,0.132892,2.85678
1566071350,80,0.4102,0.239356,0.0098,1,2.47803,0.008677,0.129506,2.61692
1566071350,81,0.4102,0.273385,0.0158,1,2.82177,0.009278,0.128785,2.96066
1566071350,82,0.4102,0.248584,0.0125,1,2.51229,0.009548,0.135547,2.65815
1566071350,83,0.4102,0.262039,0.0092,1,2.53223,0.009518,0.125698,2.66829
1566071350,84,0.4102,0.252385,0.013,1,2.63409,0.009468,0.128023,2.77244
1566071350,85,0.4102,0.277838,0.0134,1,3.07614,0.009428,0.130117,3.21647
1566071350,86,0.4102,0.252762,0.0118,1,2.76622,0.009298,0.127031,2.90327
1566071350,87,0.4102,0.292542,0.0116,1,2.9894,0.009347,0.127242,3.12681
1566071350,88,0.4102,0.263356,0.0136,1,2.64493,0.009438,0.127061,2.78221
