seed,generation,best_fitness,mean_fitness,worst_fitness,num_species,time_eval_ms,time_speciate_ms,time_reproduce_ms,time_total_ms
1092702803,0,40697,417.877,9,1,1.68032,0.079591,1.30786,3.0772
1092702803,1,438,311.837,9,1,1.40174,0.062419,1.30197,2.76837
1092702803,2,452,316.167,9,1,1.44207,0.060835,1.28941,2.79474
1092702803,3,4052,346.657,9,1,1.49663,0.063301,1.28068,2.84318
1092702803,4,837,309.617,9,1,1.39796,0.080763,1.28011,2.76121
1092702803,5,400,350.917,9,1,1.69949,0.059803,1.25982,3.02148
1092702803,6,414,365.27,9,1,1.72435,0.058912,1.25028,3.03608
1092702803,7,419,358.9,9,1,1.62838,0.06355,1.27438,2.96848
1092702803,8,2030,358.12,9,1,1.62657,0.054654,1.30293,2.98608
1092702803,9,400,352.113,9,1,1.62843,0.058071,1.26411,2.95293
1092702803,10,845,357.593,9,1,1.62757,0.058231,1.30821,2.9959
1092702803,11,417,371.543,9,1,1.73646,0.071586,1.30397,3.11493
1092702803,12,400,371.643,9,1,1.62179,0.066837,1.31517,3.00648
1092702803,13,2081,367.43,9,1,1.59119,0.065694,1.27208,2.93134
1092702803,14,3666,372.187,9,1,1.56669,0.060936,1.2999,2.92964
1092702803,15,400,369.233,9,1,1.62024,0.057849,1.29002,2.97003
1092702803,16,2041,364.55,9,1,1.52265,0.063079,1.27922,2.86718
1092702803,17,819,379.793,9,1,1.64638,0.063681,1.26374,2.97613
1092702803,18,450,368.01,9,1,1.67041,0.063681,1.27181,3.00793
1092702803,19,427,379.62,9,1,1.63929,0.06343,1.29528,3.00013
1092702803,20,6860,396.903,9,1,1.60768,0.059893,1.26715,2.93678
1092702803,21,847,379.58,9,1,1.62038,0.059132,1.27426,2.95583
1092702803,22,14502,431.713,9,1,1.70417,0.059182,1.28693,3.05236
1092702803,23,451,362.72,9,1,1.56143,0.058451,1.28798,2.90994
1092702803,24,1619,381.263,9,1,1.62412,0.057259,1.29933,2.98271
1092702803,25,2065,378.647,9,1,1.62184,0.060725,1.29163,2.97668
1092702803,26,32628,471.943,9,1,1.57267,0.060064,1.28066,2.91588
1092702803,27,418,343.443,9,1,1.60551,0.061116,1.25222,2.92103
1092702803,28,2083,365.87,9,1,1.75508,0.060776,1.25628,3.07464
1092702803,29,33077,469.317,9,1,1.55318,0.05786,1.29978,2.91312
1092702803,30,10108,424.433,9,1,1.46229,0.060905,1.33573,2.86104
1092702803,31,6866,372.733,9,1,1.52546,0.061557,1.34828,2.93777
1092702803,32,57964,935.793,9,1,1.60884,0.060084,1.31417,2.98566
1092702803,33,6869,472.527,9,1,1.62861,0.066176,1.31514,3.01256
1092702803,34,6921,380.253,9,1,1.5267,0.061307,1.31749,2.90771
1092702803,35,1688,408.937,9,1,1.70505,0.060675,1.26993,3.03811
1092702803,36,3735,482.66,9,1,1.52106,0.059513,1.32448,2.90731
1092702803,37,130626,1700.08,9,1,1.47121,0.06286,1.30467,2.84115
1092702803,38,609630,4069.16,9,1,1.30479,0.060184,1.3269,2.69408
1092702803,39,116152,1274.19,9,1,1.32804,0.065063,1.31131,2.70679
1092702803,40,578664,2653.11,9,1,0.915669,0.066085,1.32027,2.30424
1092702803,41,463823,2354,9,1,1.4766,0.063801,1.23135,2.77412
1092702803,42,251073,2247.05,9,1,1.37798,0.066637,1.35202,2.79906
1092702803,43,463715,9604.29,9,1,1.52635,0.064462,1.26967,2.86261
1092702803,44,741259,9017.81,9,1,1.69285,0.065234,1.36019,3.12056
1092702803,45,231194,5468.4,9,1,1.3791,0.067017,1.3528,2.80129
1092702803,46,776103,17395.3,9,1,1.43144,0.065454,1.25602,2.75514
1092702803,47,491045,12131.3,9,1,1.29719,0.067258,1.31539,2.68244
1092702803,48,885178,19258.3,9,1,1.44022,0.065023,1.29608,2.80367
1092702803,49,673713,7192.31,9,1,1.15401,0.065204,1.34176,2.56315
1092702803,50,811340,17720.2,9,1,1.36634,0.066616,1.33247,2.76763
1092702803,51,641723,12074.3,9,1,1.40422,0.068079,1.27951,2.75413
1092702803,52,385464,4806.87,9,1,1.28797,0.065334,1.3136,2.66902
1092702803,53,741323,15753.3,9,1,1.59209,0.064342,1.20953,2.86825
1092702803,54,610027,12452.8,9,1,1.35229,0.067057,1.29235,2.71389
1092702803,55,740926,14366.9,9,1,1.79602,0.075453,1.16064,3.03444
1092702803,56,923077,18761.5,9,1,1.55761,0.065654,1.33705,2.96255
1092702803,57,811669,33822.2,9,1,1.73729,0.065264,1.36872,3.17362
1092702803,58,1.08341e+06,38059.3,400,1,1.60673,0.065835,1.35172,3.02656
1092702803,59,609690,31907.4,9,1,1.7659,0.070604,1.1963,3.03502
1092702803,60,410505,21569.8,9,1,1.69016,0.066466,1.28398,3.043
1092702803,61,519525,28157.2,9,1,1.67554,0.068681,1.31328,3.05969
1092702803,62,962702,17406,9,1,1.7022,0.065555,1.20822,2.97823
1092702803,63,741006,44378.5,9,1,1.77001,0.066927,1.2956,3.1348
1092702803,64,707207,11203.6,9,1,1.34255,0.065504,1.30295,2.71321
1092702803,65,923218,29995,9,1,1.67,0.065014,1.32873,3.06587
1092702803,66,609738,15054.4,9,1,1.30198,0.067909,1.32838,2.70065
1092702803,67,579027,31016.2,9,1,1.47094,0.065805,1.27322,2.81241
1092702803,68,775896,21031,9,1,1.50022,0.06832,1.35682,2.92766
1092702803,69,884764,12853.1,9,1,1.23059,0.070945,1.33359,2.63748
1092702803,70,962080,43619.2,9,1,1.75836,0.066526,1.31454,3.14168
1092702803,71,848744,26887.7,9,1,1.62597,0.067519,1.28276,2.97856
1092702803,72,1.49046e+06,30185.4,9,1,1.47605,0.067799,1.32756,2.87369
1092702803,73,847926,45662,9,1,1.83726,0.068921,1.26903,3.17762
1092702803,74,848013,19533.8,9,1,1.60808,0.04731,1.03633,2.69392
1092702803,75,741250,45873,9,1,1.37551,0.066777,1.34655,2.79117
1092702803,76,706936,18254.3,9,1,1.58386,0.06869,1.31803,2.973
1092702803,77,707322,15647.5,9,1,1.56479,0.06849,1.31042,2.94611
1092702803,78,962082,47755.2,9,1,1.7061,0.067258,1.3163,3.09191
