seed,generation,best_fitness,mean_fitness,worst_fitness,num_species,best_nodes,best_connections,avg_nodes,avg_connections,time_eval_ms,time_speciate_ms,time_reproduce_ms,time_total_ms
1762978252,0,2658.81,1357.08,206.406,1,9,14,9,14,133.661,0.060219,0.731092,134.466
1762978252,1,4793.32,1762.32,352.589,1,9,14,9,13.9933,153.741,0.024131,0.480251,154.258
1762978252,2,5008.97,2023.12,76.6516,1,9,14,9.02667,14.0133,169.818,0.032519,0.706855,170.57
1762978252,3,13718.1,2529.75,184.753,1,9,14,9.03333,14.0267,142.271,0.034195,0.720391,143.039
1762978252,4,13718.1,2918.76,642.28,1,9,14,9.04,13.9867,181.304,0.026344,0.420819,181.762
1762978252,5,13718.1,3627.83,278.769,1,9,14,9.04,13.8933,108.576,0.041869,0.720408,109.351
1762978252,6,14037.2,3609.55,240.729,1,9,14,9.04667,13.8667,154.762,0.027746,0.509283,155.31
1762978252,7,15359.1,4385.89,997.578,1,9,14,9.05333,13.8533,112.039,0.035137,0.692906,112.779
1762978252,8,14859.9,5502.16,1000.77,1,9,13,9.1,13.8467,159.258,0.024384,0.497864,159.791
1762978252,9,15494,5147.7,403.721,1,9,14,9.18,13.8667,132.953,0.03591,0.779767,133.781
1762978252,10,15494,5611.47,800.305,1,9,14,9.27333,13.98,137.677,0.022908,0.484105,138.195
1762978252,11,15607.9,7352.6,730.231,1,9,14,9.44667,14.2133,114.138,0.035792,0.822986,115.01
1762978252,12,15607.9,6624.01,707.519,1,9,14,9.44,13.96,155.287,0.052719,0.663917,156.018
1762978252,13,15263.4,6155.67,1122.82,1,10,15,9.72,14.1133,135.257,0.038096,0.846294,136.163
1762978252,14,15175.8,6307.14,513.848,1,9,13,9.72667,13.88,142.849,0.026543,0.553146,143.44
1762978252,15,15384.5,6775.43,649.879,1,9,13,9.78667,13.7,124.171,0.037185,0.866778,125.088
1762978252,16,15415.2,6411.89,637.012,1,11,17,9.49333,13.04,153.039,0.027448,0.557695,153.636
1762978252,17,15495.3,7620,912.865,1,9,12,9.68667,13.1267,140.142,0.037468,0.841437,141.035
1762978252,18,15577,7113.92,391.381,1,10,14,9.44,12.5867,136.195,0.035313,0.781774,137.027
1762978252,19,15594.2,7523.17,651.193,1,10,12,9.58667,12.8867,126.117,0.037777,0.923991,127.094
1762978252,20,15549.7,7023.25,970.698,1,9,12,9.40667,12.56,147.287,0.030694,0.499336,147.837
1762978252,21,15456,7836.17,688.555,1,9,11,9.51333,12.7667,116.473,0.044022,0.978261,117.51
1762978252,22,15630.2,8610.42,949.5,1,9,11,9.30667,12.2267,156.701,0.027287,0.454725,157.194
1762978252,23,15414,9693.85,807.954,1,9,12,9.18,11.86,147.657,0.044357,0.777618,148.492
1762978252,24,15467.5,10073.2,1068.87,1,10,12,9.15333,11.7733,129.6,0.040796,0.910839,130.565
1762978252,25,15527.1,9426.83,980.447,1,9,11,9.34667,11.9,182.728,0.028669,0.464468,183.233
1762978252,26,15616.8,9831.28,1072.88,1,9,12,9.20667,11.6533,126.383,0.035805,0.721814,127.155
