seed,generation,best_fitness,mean_fitness,worst_fitness,num_species,best_nodes,best_connections,avg_nodes,avg_connections,time_eval_ms,time_speciate_ms,time_reproduce_ms,time_total_ms
1594055020,0,45.82,7.1095,3,1,24,63,24,63,28.1113,0.13182,5.83571,34.1734
1594055020,1,82.3317,13.7483,3,1,24,63,24.074,63.038,36.4591,0.204576,5.63755,42.3691
1594055020,2,70.1767,19.589,3,1,24,63,24.096,62.972,42.8617,0.212969,6.63253,49.7652
1594055020,3,93.2,21.4969,3,1,24,63,24.07,62.84,46.5155,0.216089,6.42669,53.2215
1594055020,4,88.8067,21.9488,3,1,24,63,24.124,62.902,48.8502,0.238924,6.35852,55.5111
1594055020,5,115.2,23.6864,3,1,24,63,24.108,62.604,57.7701,0.363934,9.05267,67.2834
1594055020,6,69.305,24.2588,3,1,24,63,24.174,62.398,57.6634,0.333877,7.04892,65.137
1594055020,7,69.305,25.6709,3,1,24,63,24.15,62.106,53.6152,0.235181,6.76172,60.6844
1594055020,8,90.335,25.9373,3,1,24,63,24.104,61.786,52.396,0.218158,6.37329,59.047
1594055020,9,90.5967,27.6174,3,1,25,64,24.126,61.562,55.1721,0.222074,6.55846,62.0241
1594055020,10,90.5967,27.7228,3,1,25,64,24.1,61.134,54.1603,0.230314,6.46011,60.9195
1594055020,11,92.0033,26.9141,3,1,24,62,24.126,60.892,53.3478,0.221354,6.59754,60.2308
1594055020,12,120.733,26.7426,3,1,24,62,24.16,60.618,55.9345,0.252497,6.45527,62.7195
1594055020,13,92.0033,27.3017,3,1,24,62,24.196,60.13,55.3098,0.197413,6.46446,62.0277
1594055020,14,113.103,27.3248,3,1,24,59,24.212,59.88,56.0726,0.216459,6.36786,62.7186
1594055020,15,113.103,27.5473,3,1,24,59,24.2,59.262,57.5382,0.321616,6.43065,64.3611
1594055020,16,114.983,26.5787,3,1,26,61,24.224,58.746,54.7082,0.212967,6.55957,61.5403
1594055020,17,120.772,27.8564,3,1,24,57,24.242,58.24,57.9785,0.214741,6.64369,64.8963
1594055020,18,116.107,28.2226,3,1,24,59,24.308,57.77,57.3199,0.387637,8.98232,66.7831
1594055020,19,90.6567,28.121,3,1,24,60,24.266,56.89,71.7566,0.349573,6.96869,79.1589
1594055020,20,115.2,28.0631,3,1,24,54,24.3,56.67,65.3741,0.278631,6.63394,72.3717
1594055020,21,121.022,28.569,3,1,24,54,24.226,56.036,65.4905,0.262666,6.51557,72.3489
1594055020,22,120.958,28.6455,3,1,24,56,24.206,55.81,65.8838,0.262971,6.81944,73.05
1594055020,23,120.78,29.0643,3,1,24,56,24.236,55.104,61.9002,0.323531,6.99347,69.3056
1594055020,24,120.958,30.0799,3,1,24,55,24.24,54.538,62.7241,0.411791,7.34742,70.5611
1594055020,25,115.2,29.2598,3,1,24,56,24.16,53.54,58.9335,0.2801,6.70374,66.011
1594055020,26,121.005,29.5794,3,1,24,55,24.166,52.964,60.2617,0.395874,6.32237,67.0561
1594055020,27,120.947,29.894,3,1,24,47,24.196,52.584,56.8573,0.251675,7.18494,64.3724
1594055020,28,111.555,28.61,3,1,24,52,24.244,51.726,53.6758,0.246283,7.37394,61.3694
1594055020,29,120.843,29.9426,3,1,24,51,24.246,50.896,55.8585,0.304247,6.8152,63.0559
1594055020,30,120.727,29.4336,3,1,24,47,24.254,50.114,55.1564,0.32578,6.39088,61.95
1594055020,31,120.868,29.3131,3,1,24,51,24.192,49.266,54.9637,0.413771,7.04658,62.5244
1594055020,32,112.48,28.8373,3,1,25,56,24.206,48.404,55.446,0.402528,7.33967,63.2668
1594055020,33,111.28,30.2273,3,1,24,49,24.244,47.656,64.1304,0.356917,6.70723,71.3047
1594055020,34,121.005,30.2308,3,1,24,45,24.324,46.702,57.4452,0.433193,7.5838,65.5512
1594055020,35,138.13,30.5104,3,1,24,40,24.438,46.168,58.5687,0.333783,7.33728,66.3384
1594055020,36,120.73,31.0759,3,1,25,47,24.54,45.738,61.1663,0.303711,6.88852,68.4403
1594055020,37,120.913,29.8715,3,1,24,44,24.486,44.732,57.3593,0.252173,6.65309,64.3348
1594055020,38,120.913,29.412,3,1,24,44,24.434,43.988,54.3625,0.237258,6.61601,61.2787
1594055020,39,121.275,31.2344,3,1,24,44,24.426,43.434,58.5917,0.384482,6.69754,65.7509
1594055020,40,150.005,31.6601,3,1,24,37,24.362,42.164,60.8095,0.378706,6.69306,67.9534
1594055020,41,126.68,31.931,3,1,26,48,24.314,41.77,64.4383,0.240438,6.88599,71.6361
1594055020,42,126.68,31.6436,3,1,26,48,24.412,41.434,63.7687,0.322678,6.9051,71.0826
1594055020,43,150.005,29.7367,3,1,24,41,24.306,40.2,69.0416,0.363877,6.7797,76.2607
1594055020,44,138.278,32.1988,3,1,24,37,24.308,39.716,70.4105,0.25415,6.6656,77.406
1594055020,45,142.077,32.4292,3,1,24,36,24.344,39.094,72.3174,0.297908,6.3119,78.9991
1594055020,46,150.022,34.7465,3,1,25,43,24.366,38.198,75.2371,0.256427,6.63498,82.1981
1594055020,47,149.707,34.9574,3,1,24,39,24.384,37.996,74.0355,0.2225,6.70778,81.027
1594055020,48,149.793,35.8505,3,1,24,37,24.304,37.252,77.6882,0.23751,6.60867,84.5947
1594055020,49,149.868,36.9627,3,1,26,45,24.352,36.85,79.6922,0.266423,6.74624,86.7777
1594055020,50,139.115,36.5618,3,1,24,37,24.434,36.538,82.4974,0.261736,6.84776,89.6784
1594055020,51,150.022,37.028,3,1,24,37,24.398,35.642,83.6394,0.239398,6.89218,90.8338
1594055020,52,150.022,40.4837,3,1,24,36,24.352,35.194,88.7628,0.255639,6.8462,95.931
1594055020,53,150.022,39.5719,3,1,24,32,24.33,34.952,92.704,0.279649,6.86548,99.9312
1594055020,54,150.022,39.4785,3,1,24,37,24.388,34.868,88.184,0.37305,6.59168,95.2211
